region,date,et0_fao_evapotranspiration,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,wind_gusts_10m_max
Ternopil,2021-10-19,0.38,7.5,9.8,5.1,14.0,26.6
Ternopil,2021-10-20,1.61,9.6,15.9,5.1,17.1,33.5
Ternopil,2021-10-21,2.92,12.6,18.1,7.6,28.1,51.5
Ternopil,2021-10-22,1.84,11.6,14.6,8.3,21.3,43.9
Ternopil,2021-10-23,2.09,7.9,10.4,4.3,25.3,47.9
Ternopil,2021-10-24,1.03,4.8,7.0,2.5,21.9,41.0
Ternopil,2021-10-25,1.48,3.2,8.9,-2.3,16.1,31.7
Ternopil,2021-10-26,1.48,4.7,11.2,0.2,15.3,27.4
Ternopil,2021-10-27,1.2,5.2,12.9,-0.4,13.8,30.6
Ternopil,2021-10-28,1.24,7.2,14.0,3.4,11.6,25.2
Ternopil,2021-10-29,1.43,7.9,14.9,2.3,17.1,32.4
Ternopil,2021-10-30,1.65,9.7,15.2,6.6,21.5,40.7
Ternopil,2021-10-31,1.29,7.5,12.5,4.2,19.2,34.2
Ternopil,2021-11-01,1.11,6.1,10.7,3.1,22.9,43.2
Ternopil,2021-11-02,0.48,6.7,9.6,3.8,22.7,42.8
Ternopil,2021-11-03,1.05,7.8,12.0,4.6,19.6,38.2
Ternopil,2021-11-04,1.25,9.7,14.4,5.4,21.9,42.1
Ternopil,2021-11-05,0.71,10.9,14.7,7.9,14.8,27.4
Ternopil,2021-11-06,0.9,5.8,9.4,3.3,19.3,40.0
Ternopil,2021-11-07,0.32,3.3,6.3,-1.1,15.3,26.3
Ternopil,2021-11-08,0.84,5.9,8.8,3.8,21.6,42.8
Ternopil,2021-11-09,0.53,3.8,6.3,-3.3,15.3,31.0
Ternopil,2021-11-10,0.9,-0.0,5.9,-4.2,15.4,26.6
Ternopil,2021-11-11,0.79,0.6,8.4,-3.7,12.5,23.0
Ternopil,2021-11-12,0.69,2.6,8.1,-1.3,11.5,21.6
Ternopil,2021-11-13,0.37,3.7,6.9,-0.9,17.6,33.5
Ternopil,2021-11-14,0.41,4.7,8.4,2.0,17.8,32.0
Ternopil,2021-11-15,0.55,4.9,7.8,1.1,15.4,27.4
Ternopil,2021-11-16,0.65,3.3,5.0,0.9,19.9,37.4
Ternopil,2021-11-17,0.54,1.3,5.0,-1.0,12.6,25.2
Ternopil,2021-11-18,0.27,1.7,4.5,-2.7,15.6,27.4
Ternopil,2021-11-19,0.37,5.0,7.7,2.2,27.8,50.4
Ternopil,2021-11-20,0.82,8.6,10.4,6.7,33.4,62.3
Ternopil,2021-11-21,0.87,7.8,10.5,4.2,24.5,46.8
Ternopil,2021-11-22,0.39,5.7,7.9,3.4,14.1,25.2
Ternopil,2021-11-23,0.6,1.6,3.8,-2.1,22.1,42.5
Ternopil,2021-11-24,0.44,2.5,4.8,0.8,17.4,33.8
Ternopil,2021-11-25,0.45,-0.1,4.1,-2.3,15.3,29.2
Ternopil,2021-11-26,0.66,1.6,6.1,-1.5,25.3,46.4
Ternopil,2021-11-27,0.51,3.9,6.9,-0.5,19.8,44.6
Ternopil,2021-11-28,0.39,3.0,7.7,-1.1,13.6,23.0
Ternopil,2021-11-29,0.34,3.1,5.8,0.8,26.8,48.2
Ternopil,2021-11-30,0.89,0.6,2.3,-0.9,30.6,59.4
Ternopil,2021-12-01,0.66,1.2,1.9,-0.5,28.7,52.2
Ternopil,2021-12-02,0.85,4.4,8.2,1.2,19.2,34.6
Ternopil,2021-12-03,0.28,0.8,4.4,-3.8,17.9,34.9
Ternopil,2021-12-04,0.52,-3.0,1.8,-5.6,14.1,28.1
Ternopil,2021-12-05,0.23,-3.7,-0.6,-7.4,9.7,18.7
Ternopil,2021-12-06,0.14,-0.8,0.6,-2.5,12.3,21.6
Ternopil,2021-12-07,0.15,-1.5,0.0,-3.8,18.2,34.6
Ternopil,2021-12-08,0.14,-4.6,-4.0,-5.0,16.0,29.5
Ternopil,2021-12-09,0.22,-2.7,-0.6,-4.7,18.2,32.4
Ternopil,2021-12-10,0.16,0.8,2.5,-1.0,21.7,38.5
Ternopil,2021-12-11,0.32,1.1,4.1,-1.5,11.5,23.8
Ternopil,2021-12-12,0.13,0.8,1.3,0.1,19.2,34.6
Ternopil,2021-12-13,0.15,-0.9,1.2,-2.2,16.8,30.6
Ternopil,2021-12-14,0.14,-2.7,-2.2,-3.2,14.6,26.3
Ternopil,2021-12-15,0.15,-2.2,-0.1,-4.3,12.0,21.2
Ternopil,2021-12-16,0.17,1.2,2.9,-1.2,18.9,33.5
Ternopil,2021-12-17,0.19,1.4,2.8,0.0,23.5,43.2
Ternopil,2021-12-18,0.25,0.1,0.4,-0.5,20.0,38.5
Ternopil,2021-12-19,0.17,2.0,3.3,0.3,32.9,60.1
Ternopil,2021-12-20,0.43,-1.2,0.9,-6.7,26.8,50.0
Ternopil,2021-12-21,0.71,-6.9,-5.4,-8.4,26.1,50.0
Ternopil,2021-12-22,0.56,-5.8,-4.4,-7.7,23.9,45.4
Ternopil,2021-12-23,0.44,-5.8,-3.5,-7.1,14.4,28.4
Ternopil,2021-12-24,0.37,-3.4,2.5,-6.9,23.3,41.8
Ternopil,2021-12-25,0.36,-1.1,2.8,-5.1,28.1,52.6
Ternopil,2021-12-26,0.29,-7.1,-3.4,-10.6,8.2,16.9
Ternopil,2021-12-27,0.31,-9.3,-5.2,-14.9,18.3,33.1
Ternopil,2021-12-28,0.18,-5.7,-4.9,-7.3,17.3,31.7
Ternopil,2021-12-29,0.17,-8.5,-6.4,-11.1,13.4,23.8
Ternopil,2021-12-30,0.23,-3.2,1.4,-6.4,12.6,21.6
Ternopil,2021-12-31,0.23,3.7,6.3,1.6,25.3,45.0
Ternopil,2022-01-01,0.27,6.4,8.2,2.2,26.0,47.9
Ternopil,2022-01-02,0.23,2.0,4.1,0.2,19.0,35.3
Ternopil,2022-01-03,0.77,6.1,8.2,4.6,30.3,55.1
Ternopil,2022-01-04,0.26,3.8,5.3,1.4,23.9,50.4
Ternopil,2022-01-05,0.36,6.2,8.2,3.0,25.4,45.4
Ternopil,2022-01-06,0.35,1.5,3.5,-0.6,22.9,42.5
Ternopil,2022-01-07,0.61,-3.1,-1.1,-5.8,23.4,43.9
Ternopil,2022-01-08,0.42,-3.4,0.4,-6.2,16.7,29.2
Ternopil,2022-01-09,0.27,-1.4,1.6,-7.4,11.3,20.9
Ternopil,2022-01-10,0.2,-4.9,-2.8,-8.7,13.8,26.6
Ternopil,2022-01-11,0.26,-4.9,-3.3,-7.2,16.4,29.5
Ternopil,2022-01-12,0.27,-8.5,-5.5,-9.8,16.4,30.6
Ternopil,2022-01-13,0.28,-3.8,0.4,-8.5,30.4,54.4
Ternopil,2022-01-14,0.24,0.9,2.5,0.2,47.9,87.1
Ternopil,2022-01-15,0.77,-1.0,0.9,-2.5,35.2,67.7
Ternopil,2022-01-16,0.54,-1.3,1.0,-2.5,19.2,36.4
Ternopil,2022-01-17,0.78,-0.4,1.0,-2.2,48.3,93.2
Ternopil,2022-01-18,0.88,-2.2,-0.1,-3.8,32.3,63.4
Ternopil,2022-01-19,0.43,-2.3,0.1,-4.9,22.2,42.1
Ternopil,2022-01-20,0.69,-2.0,1.4,-4.9,27.0,51.8
Ternopil,2022-01-21,0.74,-3.5,-2.7,-4.6,36.1,69.5
Ternopil,2022-01-22,0.56,-3.6,-2.3,-4.9,25.9,48.2
Ternopil,2022-01-23,0.6,-5.3,-4.2,-7.2,24.9,47.2
Ternopil,2022-01-24,0.39,-7.9,-6.6,-9.1,13.2,27.7
Ternopil,2022-01-25,0.21,-5.6,-0.6,-11.1,16.2,28.8
Ternopil,2022-01-26,0.32,0.0,1.5,-0.8,20.4,37.4
Ternopil,2022-01-27,0.34,0.1,0.9,-1.0,22.9,41.0
Ternopil,2022-01-28,0.47,0.6,1.4,-0.9,29.3,54.0
Ternopil,2022-01-29,0.55,-1.6,0.0,-3.2,27.5,51.1
Ternopil,2022-01-30,0.72,0.9,3.0,-2.5,37.0,74.5
Ternopil,2022-01-31,0.57,-0.7,0.7,-1.4,32.4,64.8
Ternopil,2022-02-01,0.59,-2.5,-1.0,-6.3,17.9,34.6
Ternopil,2022-02-02,0.54,-1.6,1.9,-5.4,21.4,39.2
Ternopil,2022-02-03,0.41,-1.8,-0.1,-4.2,23.6,42.8
Ternopil,2022-02-04,0.48,-0.9,2.2,-6.4,13.5,26.3
Ternopil,2022-02-05,0.53,0.7,3.0,-0.7,22.2,45.0
Ternopil,2022-02-06,0.85,0.3,3.4,-2.5,23.2,45.7
Ternopil,2022-02-07,0.47,1.7,3.0,0.6,24.7,44.3
Ternopil,2022-02-08,0.57,0.6,2.1,-0.6,25.7,46.8
Ternopil,2022-02-09,0.62,3.5,5.7,1.3,26.1,48.2
Ternopil,2022-02-10,0.57,4.7,6.3,1.8,22.0,39.2
Ternopil,2022-02-11,0.52,4.0,7.1,1.5,23.4,41.8
Ternopil,2022-02-12,0.67,0.1,3.3,-5.6,26.9,51.5
Ternopil,2022-02-13,1.06,-1.9,4.3,-6.6,16.9,33.5
Ternopil,2022-02-14,1.07,-1.3,5.2,-5.2,15.3,31.0
Ternopil,2022-02-15,1.05,0.2,6.2,-3.8,15.0,29.5
Ternopil,2022-02-16,1.05,1.9,9.6,-4.2,15.6,30.2
Ternopil,2022-02-17,1.02,5.0,9.3,2.3,36.9,68.0
Ternopil,2022-02-18,1.23,3.0,5.6,-0.6,32.2,63.0
Ternopil,2022-02-19,1.82,5.2,9.9,-0.6,36.0,65.9
Ternopil,2022-02-20,1.66,2.9,7.1,-1.5,28.5,55.1
Ternopil,2022-02-21,1.33,5.2,9.5,1.8,26.1,47.9
Ternopil,2022-02-22,1.11,3.2,6.4,-0.4,23.3,45.0
Ternopil,2022-02-23,0.69,1.5,4.5,-1.4,24.1,46.4
Ternopil,2022-02-24,0.56,1.9,4.3,-0.6,19.1,34.6
Ternopil,2022-02-25,1.26,1.8,8.2,-3.3,20.9,40.0
Ternopil,2022-02-26,1.13,1.3,5.7,-3.0,13.8,28.1
Ternopil,2022-02-27,1.11,0.5,4.8,-3.7,14.8,32.0
Ternopil,2022-02-28,1.15,-0.7,2.8,-3.5,23.2,45.4
Ternopil,2022-03-01,0.62,-2.2,-0.4,-4.8,20.0,38.2
Ternopil,2022-03-02,0.48,-0.3,1.2,-1.2,12.2,23.8
Ternopil,2022-03-03,0.52,0.4,2.6,-0.6,15.6,30.6
Ternopil,2022-03-04,0.66,-0.1,1.9,-2.0,15.3,30.6
Ternopil,2022-03-05,0.74,-0.7,1.1,-2.1,14.4,28.8
Ternopil,2022-03-06,0.8,-1.3,0.7,-4.5,8.6,17.6
Ternopil,2022-03-07,0.8,-1.5,-0.3,-2.5,17.5,34.2
Ternopil,2022-03-08,0.99,-1.5,1.6,-3.8,24.9,47.2
Ternopil,2022-03-09,1.39,-3.3,0.7,-7.2,11.7,23.8
Ternopil,2022-03-10,1.11,-4.1,-2.0,-6.2,20.8,42.5
Ternopil,2022-03-11,1.84,-4.5,0.6,-8.6,24.9,47.9
Ternopil,2022-03-12,1.83,-1.5,3.3,-6.4,16.8,34.9
Ternopil,2022-03-13,1.23,0.5,2.9,-1.2,13.7,26.6
Ternopil,2022-03-14,1.62,-0.6,5.9,-5.7,10.5,24.8
Ternopil,2022-03-15,2.11,3.0,12.6,-4.7,12.9,25.9
Ternopil,2022-03-16,1.64,2.9,9.4,-2.2,17.4,33.8
Ternopil,2022-03-17,1.86,-0.7,3.2,-4.9,15.2,30.6
Ternopil,2022-03-18,1.91,-2.2,4.2,-7.2,10.1,24.5
Ternopil,2022-03-19,1.95,-1.7,5.0,-6.2,10.5,24.8
Ternopil,2022-03-20,2.29,0.6,8.4,-5.4,14.1,29.5
Ternopil,2022-03-21,2.49,2.7,11.4,-3.6,14.5,30.6
Ternopil,2022-03-22,2.51,5.0,15.5,-1.8,13.5,27.4
Ternopil,2022-03-23,2.61,5.4,16.3,-2.3,12.0,22.3
Ternopil,2022-03-24,2.56,4.6,10.2,0.8,25.0,47.5
Ternopil,2022-03-25,2.3,4.0,9.8,-0.2,18.3,32.4
Ternopil,2022-03-26,2.84,7.4,14.9,-0.2,37.4,71.6
Ternopil,2022-03-27,2.59,2.8,6.7,-0.8,26.2,51.5
Ternopil,2022-03-28,3.52,5.9,15.1,-2.9,23.3,45.4
Ternopil,2022-03-29,2.45,9.3,14.7,6.7,24.2,48.6
Ternopil,2022-03-30,0.87,6.4,8.8,4.7,13.6,25.6
Ternopil,2022-03-31,1.89,9.0,15.4,5.0,19.6,34.6
Ternopil,2022-04-01,1.44,10.0,15.4,6.8,18.0,32.0
Ternopil,2022-04-02,1.22,4.8,9.0,1.5,24.4,46.8
Ternopil,2022-04-03,1.05,0.6,1.5,-1.3,24.1,46.1
Ternopil,2022-04-04,1.7,0.1,3.5,-3.8,20.3,40.0
Ternopil,2022-04-05,1.28,2.6,6.5,-2.7,27.6,51.8
Ternopil,2022-04-06,2.02,7.8,13.8,2.5,26.0,50.0
Ternopil,2022-04-07,3.41,11.7,18.8,5.8,20.4,40.3
Ternopil,2022-04-08,2.75,8.9,13.4,4.5,33.3,63.4
Ternopil,2022-04-09,2.69,10.1,16.5,4.4,27.9,55.4
Ternopil,2022-04-10,1.57,5.1,7.9,2.8,15.9,32.4
Ternopil,2022-04-11,2.22,3.5,7.6,-0.2,22.4,45.7
Ternopil,2022-04-12,2.44,3.8,8.9,-1.0,25.5,49.7
Ternopil,2022-04-13,3.27,6.2,12.3,0.5,25.3,50.0
Ternopil,2022-04-14,3.23,8.1,15.4,0.2,11.3,19.8
Ternopil,2022-04-15,3.41,10.3,19.6,2.7,22.6,44.3
Ternopil,2022-04-16,1.08,6.8,9.1,2.0,25.2,48.6
Ternopil,2022-04-17,1.94,2.9,6.6,-0.3,20.2,41.8
Ternopil,2022-04-18,2.08,1.7,5.9,-2.7,16.3,35.3
Ternopil,2022-04-19,2.17,2.2,7.9,-3.9,11.7,21.6
Ternopil,2022-04-20,2.57,4.3,10.3,-2.0,19.2,38.5
Ternopil,2022-04-21,0.96,4.9,7.4,1.8,22.6,42.8
Ternopil,2022-04-22,1.12,7.4,11.1,5.7,15.2,28.1
Ternopil,2022-04-23,0.73,7.2,9.1,3.5,13.5,24.8
Ternopil,2022-04-24,3.44,9.9,18.0,2.7,16.3,33.5
Ternopil,2022-04-25,3.31,13.4,18.9,9.2,15.3,30.2
Ternopil,2022-04-26,2.25,10.3,13.4,8.3,18.6,37.4
Ternopil,2022-04-27,2.54,10.2,14.3,5.3,11.5,19.8
Ternopil,2022-04-28,2.99,10.6,14.9,5.7,16.4,34.6
Ternopil,2022-04-29,3.0,9.2,14.9,2.5,14.4,33.8
Ternopil,2022-04-30,3.18,10.0,15.6,3.0,9.2,22.0
Ternopil,2022-05-01,3.68,12.8,18.3,6.6,12.1,27.7
Ternopil,2022-05-02,3.73,13.0,18.6,7.3,11.5,24.8
Ternopil,2022-05-03,4.21,13.4,20.0,5.7,14.3,31.3
Ternopil,2022-05-04,3.42,11.9,15.9,7.2,15.2,32.4
Ternopil,2022-05-05,4.74,11.6,18.5,4.0,13.7,25.9
Ternopil,2022-05-06,5.68,15.2,21.8,7.6,18.7,38.9
Ternopil,2022-05-07,2.86,13.9,19.1,9.5,13.7,26.3
Ternopil,2022-05-08,3.94,14.1,20.4,6.7,9.7,20.2
Ternopil,2022-05-09,3.92,14.0,18.2,10.2,17.9,37.1
Ternopil,2022-05-10,4.74,12.2,18.3,4.6,14.0,24.8
Ternopil,2022-05-11,4.84,14.9,22.1,6.6,13.7,30.6
Ternopil,2022-05-12,6.54,20.5,28.0,13.9,29.3,60.5
Ternopil,2022-05-13,2.62,16.9,21.6,12.1,14.5,26.3
Ternopil,2022-05-14,3.92,14.6,18.5,10.7,25.4,49.0
Ternopil,2022-05-15,4.17,14.6,19.4,9.2,26.6,51.8
Ternopil,2022-05-16,4.51,14.2,20.0,6.4,18.9,39.6
Ternopil,2022-05-17,5.03,14.4,20.5,7.7,22.1,42.8
Ternopil,2022-05-18,4.02,9.7,14.3,4.2,30.7,59.0
Ternopil,2022-05-19,5.25,13.7,20.9,5.3,16.1,36.4
Ternopil,2022-05-20,6.15,18.3,26.4,9.9,27.1,51.1
Ternopil,2022-05-21,6.0,19.8,25.6,15.4,36.9,70.2
Ternopil,2022-05-22,3.41,13.0,15.4,10.7,30.8,60.5
Ternopil,2022-05-23,2.3,11.6,14.9,8.9,15.0,31.3
Ternopil,2022-05-24,4.79,14.8,22.6,5.3,13.0,28.8
Ternopil,2022-05-25,5.1,18.6,26.0,10.1,17.4,36.4
Ternopil,2022-05-26,4.01,16.2,20.4,10.9,27.9,52.6
Ternopil,2022-05-27,4.82,17.4,23.0,11.9,30.5,57.2
Ternopil,2022-05-28,4.25,13.5,17.7,10.2,20.7,43.9
Ternopil,2022-05-29,3.82,13.6,18.8,7.0,17.7,38.2
Ternopil,2022-05-30,3.53,15.6,20.0,12.4,20.0,41.0
Ternopil,2022-05-31,3.4,16.2,20.6,11.4,9.9,20.9
Ternopil,2022-06-01,4.32,18.3,24.8,12.8,20.6,41.4
Ternopil,2022-06-02,4.24,18.5,26.1,12.9,19.1,42.8
Ternopil,2022-06-03,5.24,17.7,23.5,11.2,14.8,30.6
Ternopil,2022-06-04,4.29,19.2,25.0,14.2,18.4,37.8
Ternopil,2022-06-05,3.99,17.6,22.3,14.0,20.9,41.8
Ternopil,2022-06-06,4.15,17.9,23.9,10.0,9.2,22.7
Ternopil,2022-06-07,5.77,20.6,27.0,12.6,15.9,31.3
Ternopil,2022-06-08,6.66,22.3,28.4,14.6,20.7,42.5
Ternopil,2022-06-09,6.9,23.1,29.0,16.4,20.4,42.1
Ternopil,2022-06-10,5.52,22.3,29.1,15.7,17.5,36.0
Ternopil,2022-06-11,4.77,21.0,28.0,16.2,23.5,56.9
Ternopil,2022-06-12,5.57,20.4,25.3,15.8,19.4,40.3
Ternopil,2022-06-13,5.35,20.8,26.8,12.9,15.7,29.9
Ternopil,2022-06-14,4.3,16.3,19.1,12.6,23.4,56.5
Ternopil,2022-06-15,4.1,15.4,19.0,10.1,15.5,34.9
Ternopil,2022-06-16,4.92,17.5,24.3,9.6,14.1,29.2
Ternopil,2022-06-17,3.49,16.7,21.5,12.8,21.6,43.6
Ternopil,2022-06-18,5.02,17.8,23.1,11.6,15.9,34.6
Ternopil,2022-06-19,6.49,22.4,29.9,13.5,13.3,28.8
Ternopil,2022-06-20,7.66,25.5,32.2,17.0,18.1,37.1
Ternopil,2022-06-21,4.66,18.6,22.6,13.9,31.6,71.3
Ternopil,2022-06-22,4.84,16.3,20.9,12.9,36.2,70.6
Ternopil,2022-06-23,4.49,17.9,22.6,11.9,20.7,42.5
Ternopil,2022-06-24,6.08,20.5,26.5,13.7,16.4,36.0
Ternopil,2022-06-25,6.37,22.0,28.4,13.6,18.2,36.4
Ternopil,2022-06-26,5.26,21.9,27.6,14.9,17.7,36.4
Ternopil,2022-06-27,5.23,23.1,28.4,15.6,13.7,31.0
Ternopil,2022-06-28,6.21,25.6,31.6,18.2,13.1,31.3
Ternopil,2022-06-29,6.6,27.1,33.9,18.9,14.7,29.2
Ternopil,2022-06-30,6.71,26.7,32.2,19.5,14.8,33.1
Ternopil,2022-07-01,6.23,26.1,31.0,20.3,15.1,32.8
Ternopil,2022-07-02,4.82,24.5,30.8,20.4,15.3,45.4
Ternopil,2022-07-03,3.37,21.8,25.0,18.9,11.9,25.6
Ternopil,2022-07-04,5.39,23.3,29.1,16.1,8.9,27.4
Ternopil,2022-07-05,5.5,25.1,32.2,18.0,10.4,30.2
Ternopil,2022-07-06,2.93,20.5,24.0,16.6,21.1,43.9
Ternopil,2022-07-07,4.4,18.1,22.1,12.9,13.1,24.1
Ternopil,2022-07-08,4.67,18.8,23.4,13.1,10.9,24.1
Ternopil,2022-07-09,4.43,18.3,21.7,14.4,18.3,35.6
Ternopil,2022-07-10,3.69,16.5,19.9,12.9,17.8,40.3
Ternopil,2022-07-11,3.37,14.8,18.2,12.3,19.8,40.7
Ternopil,2022-07-12,3.68,14.2,18.5,10.1,28.0,54.4
Ternopil,2022-07-13,1.96,15.6,19.0,13.4,31.3,57.6
Ternopil,2022-07-14,5.3,20.9,26.1,14.9,21.9,45.7
Ternopil,2022-07-15,3.86,18.9,22.6,14.9,18.9,41.0
Ternopil,2022-07-16,3.83,17.1,21.1,12.1,12.8,28.1
Ternopil,2022-07-17,4.1,15.3,18.0,11.7,28.8,59.8
Ternopil,2022-07-18,4.03,16.5,22.3,10.6,19.0,36.7
Ternopil,2022-07-19,3.78,18.2,24.1,11.9,17.5,34.9
Ternopil,2022-07-20,5.96,21.6,28.4,13.6,25.4,50.4
Ternopil,2022-07-21,5.77,19.7,25.4,12.1,19.0,38.9
Ternopil,2022-07-22,5.87,23.1,29.5,16.0,15.6,34.6
Ternopil,2022-07-23,5.06,24.9,31.5,17.2,15.8,32.0
Ternopil,2022-07-24,3.39,21.4,24.6,18.0,20.4,41.8
Ternopil,2022-07-25,4.98,19.9,25.4,13.7,15.1,33.8
Ternopil,2022-07-26,5.52,21.9,29.3,13.1,10.5,25.2
Ternopil,2022-07-27,3.45,20.4,23.8,17.4,16.7,35.6
Ternopil,2022-07-28,4.67,20.4,25.6,13.9,10.9,23.4
Ternopil,2022-07-29,4.47,21.6,27.2,16.7,18.7,38.2
Ternopil,2022-07-30,5.61,22.7,28.4,16.5,23.6,46.4
Ternopil,2022-07-31,1.88,19.5,22.8,17.6,16.0,31.7
Ternopil,2022-08-01,2.79,18.6,21.8,15.1,13.8,28.4
Ternopil,2022-08-02,4.31,19.7,24.5,15.2,19.6,41.4
Ternopil,2022-08-03,4.95,20.1,25.5,14.2,16.3,35.6
Ternopil,2022-08-04,4.6,21.4,26.6,15.8,16.2,34.9
Ternopil,2022-08-05,4.71,22.8,28.2,16.8,12.5,28.8
Ternopil,2022-08-06,4.71,23.4,29.1,16.5,13.4,22.0
Ternopil,2022-08-07,1.87,17.9,21.5,15.8,20.2,40.0
Ternopil,2022-08-08,2.09,18.5,21.5,13.9,12.5,24.8
Ternopil,2022-08-09,3.03,18.6,22.2,16.1,16.7,36.0
Ternopil,2022-08-10,3.34,17.3,21.4,13.2,20.0,37.4
Ternopil,2022-08-11,3.46,17.3,22.4,12.9,13.0,29.5
Ternopil,2022-08-12,1.41,17.4,20.0,13.8,16.3,30.2
Ternopil,2022-08-13,2.17,19.2,22.5,16.8,19.9,41.0
Ternopil,2022-08-14,2.98,19.9,24.5,15.9,15.2,46.1
Ternopil,2022-08-15,3.17,20.4,25.4,16.7,18.2,37.8
Ternopil,2022-08-16,2.34,19.7,23.1,17.2,10.2,22.7
Ternopil,2022-08-17,2.32,19.5,23.5,16.5,13.4,31.3
Ternopil,2022-08-18,3.83,21.5,26.5,17.2,10.5,23.8
Ternopil,2022-08-19,4.58,22.5,28.5,16.7,10.8,24.5
Ternopil,2022-08-20,3.98,21.2,25.5,17.1,14.1,27.7
Ternopil,2022-08-21,3.07,20.5,25.4,15.4,12.6,27.0
Ternopil,2022-08-22,3.33,21.6,27.0,16.4,13.6,26.6
Ternopil,2022-08-23,3.84,22.4,27.6,17.5,11.0,26.3
Ternopil,2022-08-24,4.75,23.1,29.5,17.0,12.7,26.6
Ternopil,2022-08-25,5.18,22.3,28.5,16.4,13.0,28.4
Ternopil,2022-08-26,4.96,22.0,28.4,14.9,13.5,28.8
Ternopil,2022-08-27,4.59,21.5,27.7,14.8,11.1,22.0
Ternopil,2022-08-28,4.17,21.7,28.0,14.6,11.1,24.5
Ternopil,2022-08-29,3.74,21.2,27.0,16.5,18.7,40.3
Ternopil,2022-08-30,3.88,19.1,23.2,14.4,11.4,26.6
Ternopil,2022-08-31,3.2,17.2,21.0,12.8,17.3,35.3
Ternopil,2022-09-01,3.05,16.1,20.6,13.2,11.9,28.4
Ternopil,2022-09-02,2.25,14.0,18.2,9.6,12.7,24.1
Ternopil,2022-09-03,0.88,12.2,13.6,11.4,14.8,29.5
Ternopil,2022-09-04,2.17,14.0,18.1,9.4,11.6,26.3
Ternopil,2022-09-05,2.97,13.8,18.0,7.8,14.0,30.2
Ternopil,2022-09-06,3.21,11.8,17.3,5.6,12.9,29.5
Ternopil,2022-09-07,3.05,12.6,19.8,5.5,9.7,24.5
Ternopil,2022-09-08,3.48,14.8,22.0,7.3,15.9,28.8
Ternopil,2022-09-09,1.72,14.5,19.0,11.5,18.2,35.3
Ternopil,2022-09-10,0.84,14.7,18.7,12.6,23.1,40.7
Ternopil,2022-09-11,2.25,14.0,18.0,11.6,24.1,50.0
Ternopil,2022-09-12,0.68,10.2,10.9,9.7,22.1,47.2
Ternopil,2022-09-13,1.37,11.4,14.6,9.7,18.1,35.6
Ternopil,2022-09-14,2.52,14.9,20.3,9.2,24.9,46.1
Ternopil,2022-09-15,1.81,16.4,21.5,13.9,20.3,43.6
Ternopil,2022-09-16,2.37,15.3,18.1,12.9,19.4,37.8
Ternopil,2022-09-17,1.39,13.5,15.8,11.8,9.3,16.9
Ternopil,2022-09-18,0.6,10.1,11.9,8.6,30.5,55.8
Ternopil,2022-09-19,1.68,8.9,11.9,6.2,24.1,43.2
Ternopil,2022-09-20,1.79,8.0,12.1,4.6,15.8,32.4
Ternopil,2022-09-21,1.24,9.3,12.4,7.4,21.0,40.3
Ternopil,2022-09-22,1.2,9.3,11.8,7.7,15.5,31.7
Ternopil,2022-09-23,1.2,8.1,10.9,5.9,17.9,34.9
Ternopil,2022-09-24,1.69,8.2,12.8,4.6,17.2,33.5
Ternopil,2022-09-25,1.73,10.5,16.2,4.0,12.6,25.6
Ternopil,2022-09-26,1.18,12.6,15.9,10.4,10.7,18.7
Ternopil,2022-09-27,1.75,11.7,16.1,8.2,9.6,22.7
Ternopil,2022-09-28,1.7,11.1,15.4,7.7,18.5,37.8
Ternopil,2022-09-29,1.8,12.6,18.2,6.8,13.7,32.4
Ternopil,2022-09-30,1.32,13.7,18.6,10.8,11.8,30.6
Ternopil,2022-10-01,1.27,14.3,18.6,10.6,13.0,25.6
Ternopil,2022-10-02,1.44,11.7,14.5,9.2,33.5,63.4
Ternopil,2022-10-03,1.4,9.5,11.4,7.7,31.1,63.0
Ternopil,2022-10-04,1.46,9.3,11.9,6.8,26.8,49.7
Ternopil,2022-10-05,1.79,10.3,15.1,6.0,16.3,33.8
Ternopil,2022-10-06,2.36,13.0,19.0,8.1,19.1,36.4
Ternopil,2022-10-07,1.82,12.3,17.0,8.8,9.6,18.0
Ternopil,2022-10-08,1.98,12.3,18.9,8.1,13.8,28.8
Ternopil,2022-10-09,1.02,10.8,13.9,7.2,19.7,39.2
Ternopil,2022-10-10,1.71,7.7,12.9,3.2,10.0,18.4
Ternopil,2022-10-11,1.72,9.1,16.5,3.5,13.1,25.2
Ternopil,2022-10-12,1.58,9.9,13.6,6.4,11.0,19.8
Ternopil,2022-10-13,1.3,9.4,13.1,6.3,9.7,22.0
Ternopil,2022-10-14,1.26,9.1,13.6,5.4,15.5,31.7
Ternopil,2022-10-15,1.52,9.4,14.6,6.3,17.0,33.1
Ternopil,2022-10-16,1.9,8.6,14.6,4.0,14.7,29.9
Ternopil,2022-10-17,1.69,10.1,17.9,3.9,11.6,21.6
Ternopil,2022-10-18,1.71,11.9,20.0,6.5,13.3,22.7
Ternopil,2022-10-19,1.64,11.1,13.5,6.6,26.9,51.5
Ternopil,2022-10-20,1.26,4.5,7.4,1.7,23.4,45.0
Ternopil,2022-10-21,1.42,3.6,9.4,-2.0,14.8,31.0
Ternopil,2022-10-22,1.49,8.7,15.8,3.2,10.7,21.6
Ternopil,2022-10-23,0.9,11.3,14.5,9.8,24.9,47.9
