region,date,soil_moisture_0_7cm_pct
Cherkasy,2015-03-30,40.6333327293396
Cherkasy,2015-03-31,41.4000004529953
Cherkasy,2015-04-01,40.550002455711365
Cherkasy,2015-04-02,39.15416896343231
Cherkasy,2015-04-03,38.995835185050964
Cherkasy,2015-04-04,40.408334136009216
Cherkasy,2015-04-05,39.06666934490204
Cherkasy,2015-04-06,38.358333706855774
Cherkasy,2015-04-07,37.86250054836273
Cherkasy,2015-04-08,38.19166719913483
Cherkasy,2015-04-09,37.41666376590729
Cherkasy,2015-04-10,36.541664600372314
Cherkasy,2015-04-11,35.749998688697815
Cherkasy,2015-04-12,35.12083292007446
Cherkasy,2015-04-13,34.566664695739746
Cherkasy,2015-04-14,34.55833196640015
Cherkasy,2015-04-15,34.78749990463257
Cherkasy,2015-04-16,35.03333330154419
Cherkasy,2015-04-17,36.04583442211151
Cherkasy,2015-04-18,37.54166662693024
Cherkasy,2015-04-19,36.67500019073486
Cherkasy,2015-04-20,38.91666829586029
Cherkasy,2015-04-21,37.549999356269836
Cherkasy,2015-04-22,36.416664719581604
Cherkasy,2015-04-23,35.53333282470703
Cherkasy,2015-04-24,34.587499499320984
Cherkasy,2015-04-25,34.14166867733002
Cherkasy,2015-04-26,33.84999930858612
Cherkasy,2015-04-27,32.91666507720947
Cherkasy,2015-04-28,32.0333331823349
Cherkasy,2015-04-29,31.549999117851257
Cherkasy,2015-04-30,31.466665863990784
Cherkasy,2015-05-01,31.275001168251038
Cherkasy,2015-05-02,31.65000081062317
Cherkasy,2015-05-03,36.7499977350235
Cherkasy,2015-05-04,36.266663670539856
Cherkasy,2015-05-05,34.92916822433472
Cherkasy,2015-05-06,33.941665291786194
Cherkasy,2015-05-07,34.37083065509796
Cherkasy,2015-05-08,37.18750178813934
Cherkasy,2015-05-09,36.08333170413971
Cherkasy,2015-05-10,34.51249897480011
Cherkasy,2015-05-11,33.291664719581604
Cherkasy,2015-05-12,32.32916593551636
Cherkasy,2015-05-13,31.604167819023132
Cherkasy,2015-05-14,32.0374995470047
Cherkasy,2015-05-15,37.21666634082794
Cherkasy,2015-05-16,34.76250171661377
Cherkasy,2015-05-17,33.287498354911804
Cherkasy,2015-05-18,32.370832562446594
Cherkasy,2015-05-19,31.50416612625122
Cherkasy,2015-05-20,30.61249852180481
Cherkasy,2015-05-21,29.712501168251038
Cherkasy,2015-05-22,28.866666555404663
Cherkasy,2015-05-23,28.099998831748962
Cherkasy,2015-05-24,27.3583322763443
Cherkasy,2015-05-25,26.725000143051147
Cherkasy,2015-05-26,28.8916677236557
Cherkasy,2015-05-27,33.270832896232605
Cherkasy,2015-05-28,36.500000953674316
Cherkasy,2015-05-29,41.3958340883255
Cherkasy,2015-05-30,38.81666660308838
Cherkasy,2015-05-31,37.583330273628235
Cherkasy,2015-06-01,36.7000013589859
Cherkasy,2015-06-02,35.42916774749756
Cherkasy,2015-06-03,34.53749716281891
Cherkasy,2015-06-04,34.50833261013031
Cherkasy,2015-06-05,34.12916660308838
Cherkasy,2015-06-06,32.64999985694885
Cherkasy,2015-06-07,31.604167819023132
Cherkasy,2015-06-08,30.59166669845581
Cherkasy,2015-06-09,29.766666889190674
Cherkasy,2015-06-10,28.833332657814026
Cherkasy,2015-06-11,28.020834922790527
Cherkasy,2015-06-12,27.3166686296463
Cherkasy,2015-06-13,26.629167795181274
Cherkasy,2015-06-14,25.854167342185974
Cherkasy,2015-06-15,25.191667675971985
Cherkasy,2015-06-16,29.43750023841858
Cherkasy,2015-06-17,39.129164814949036
Cherkasy,2015-06-18,37.07499802112579
Cherkasy,2015-06-19,36.96250021457672
Cherkasy,2015-06-20,35.220834612846375
Cherkasy,2015-06-21,33.87500047683716
Cherkasy,2015-06-22,33.008334040641785
Cherkasy,2015-06-23,31.995832920074463
Cherkasy,2015-06-24,31.01249933242798
Cherkasy,2015-06-25,30.112498998641968
Cherkasy,2015-06-26,36.84999942779541
Cherkasy,2015-06-27,42.04583168029785
Cherkasy,2015-06-28,42.120835185050964
Cherkasy,2015-06-29,40.78333377838135
Cherkasy,2015-06-30,39.0375018119812
Cherkasy,2015-07-01,37.716665863990784
Cherkasy,2015-07-02,40.88333547115326
Cherkasy,2015-07-03,38.83750140666962
Cherkasy,2015-07-04,37.23333179950714
Cherkasy,2015-07-05,36.09166443347931
Cherkasy,2015-07-06,35.04999876022339
Cherkasy,2015-07-07,34.33333337306976
Cherkasy,2015-07-08,33.41666758060455
Cherkasy,2015-07-09,32.85000026226044
Cherkasy,2015-07-10,34.566664695739746
Cherkasy,2015-07-11,33.37916433811188
Cherkasy,2015-07-12,32.754167914390564
Cherkasy,2015-07-13,32.620832324028015
Cherkasy,2015-07-14,36.399999260902405
Cherkasy,2015-07-15,34.566664695739746
Cherkasy,2015-07-16,33.09166729450226
Cherkasy,2015-07-17,31.808331608772278
Cherkasy,2015-07-18,30.71666657924652
Cherkasy,2015-07-19,29.762500524520874
Cherkasy,2015-07-20,29.670831561088562
Cherkasy,2015-07-21,30.4833322763443
Cherkasy,2015-07-22,29.375001788139343
Cherkasy,2015-07-23,28.304168581962585
Cherkasy,2015-07-24,27.408334612846375
Cherkasy,2015-07-25,26.612499356269836
Cherkasy,2015-07-26,25.966668128967285
Cherkasy,2015-07-27,25.591668486595154
Cherkasy,2015-07-28,28.1374990940094
Cherkasy,2015-07-29,29.499998688697815
Cherkasy,2015-07-30,37.10833489894867
Cherkasy,2015-07-31,39.645835757255554
Cherkasy,2015-08-01,38.220834732055664
Cherkasy,2015-08-02,35.995832085609436
Cherkasy,2015-08-03,34.579166769981384
Cherkasy,2015-08-04,33.33333432674408
Cherkasy,2015-08-05,32.19166696071625
Cherkasy,2015-08-06,31.2416672706604
Cherkasy,2015-08-07,30.283334851264954
Cherkasy,2015-08-08,29.524999856948853
Cherkasy,2015-08-09,28.8875013589859
Cherkasy,2015-08-10,28.287500143051147
Cherkasy,2015-08-11,27.62083411216736
Cherkasy,2015-08-12,27.050000429153442
Cherkasy,2015-08-13,26.5500009059906
Cherkasy,2015-08-14,26.29166543483734
Cherkasy,2015-08-15,27.950000762939453
Cherkasy,2015-08-16,28.295832872390747
Cherkasy,2015-08-17,27.300000190734863
Cherkasy,2015-08-18,26.84166729450226
Cherkasy,2015-08-19,26.604166626930237
Cherkasy,2015-08-20,26.199999451637268
Cherkasy,2015-08-21,25.970831513404846
Cherkasy,2015-08-22,25.729167461395264
Cherkasy,2015-08-23,25.320833921432495
Cherkasy,2015-08-24,24.837499856948853
Cherkasy,2015-08-25,24.408333003520966
Cherkasy,2015-08-26,24.07916635274887
Cherkasy,2015-08-27,23.795832693576813
Cherkasy,2015-08-28,23.537500202655792
Cherkasy,2015-08-29,23.19166660308838
Cherkasy,2015-08-30,22.90416806936264
Cherkasy,2015-08-31,22.64166623353958
Cherkasy,2015-09-01,22.412501275539398
Cherkasy,2015-09-02,22.11666703224182
Cherkasy,2015-09-03,21.8833327293396
Cherkasy,2015-09-04,22.491665184497833
Cherkasy,2015-09-05,29.78750169277191
Cherkasy,2015-09-06,35.470834374427795
Cherkasy,2015-09-07,35.208332538604736
Cherkasy,2015-09-08,33.70000123977661
Cherkasy,2015-09-09,32.874998450279236
Cherkasy,2015-09-10,32.27083384990692
Cherkasy,2015-09-11,31.52916729450226
Cherkasy,2015-09-12,30.799999833106995
Cherkasy,2015-09-13,31.979167461395264
Cherkasy,2015-09-14,31.958332657814026
Cherkasy,2015-09-15,31.216666102409363
Cherkasy,2015-09-16,30.529165267944336
Cherkasy,2015-09-17,29.82916533946991
Cherkasy,2015-09-18,29.116666316986084
Cherkasy,2015-09-19,28.416666388511658
Cherkasy,2015-09-20,27.825000882148743
Cherkasy,2015-09-21,27.400001883506775
Cherkasy,2015-09-22,27.06666588783264
Cherkasy,2015-09-23,26.779165863990784
Cherkasy,2015-09-24,26.387500762939453
Cherkasy,2015-09-25,25.974997878074646
Cherkasy,2015-09-26,25.65833330154419
Cherkasy,2015-09-27,26.44166648387909
Cherkasy,2015-09-28,28.208333253860474
Cherkasy,2015-09-29,27.71250009536743
Cherkasy,2015-09-30,27.679166197776794
Cherkasy,2015-10-01,27.437499165534973
Cherkasy,2015-10-02,27.029165625572205
Cherkasy,2015-10-03,26.583334803581238
Cherkasy,2015-10-04,26.237499713897705
Cherkasy,2015-10-05,25.966665148735046
Cherkasy,2015-10-06,25.816667079925537
Cherkasy,2015-10-07,25.66249966621399
Cherkasy,2015-10-08,25.466665625572205
Cherkasy,2015-10-09,25.320833921432495
Cherkasy,2015-10-10,25.220832228660583
Cherkasy,2015-10-11,25.14166533946991
Cherkasy,2015-10-12,24.99166578054428
Cherkasy,2015-10-13,24.899999797344208
Cherkasy,2015-10-14,24.837499856948853
Cherkasy,2015-10-15,24.683332443237305
Cherkasy,2015-10-16,24.558334052562714
Cherkasy,2015-10-17,24.47916716337204
Cherkasy,2015-10-18,24.420833587646484
Cherkasy,2015-10-19,24.379165470600128
Cherkasy,2015-10-20,25.458332896232605
Cherkasy,2015-10-21,32.41249918937683
Cherkasy,2015-10-22,34.954166412353516
Cherkasy,2015-10-23,33.04166495800018
Cherkasy,2015-10-24,32.31666684150696
Cherkasy,2015-10-25,33.19999873638153
Cherkasy,2015-10-26,32.79583156108856
Cherkasy,2015-10-27,31.995832920074463
Cherkasy,2015-10-28,31.458333134651184
Cherkasy,2015-10-29,31.037500500679016
Cherkasy,2015-10-30,30.666667222976685
Cherkasy,2015-10-31,30.387499928474426
Cherkasy,2015-11-01,30.09583353996277
Cherkasy,2015-11-02,29.783332347869873
Cherkasy,2015-11-03,29.737499356269836
Cherkasy,2015-11-04,29.658332467079163
Cherkasy,2015-11-05,29.600000381469727
Cherkasy,2015-11-06,29.625001549720764
Cherkasy,2015-11-07,29.858332872390747
Cherkasy,2015-11-08,30.73749840259552
Cherkasy,2015-11-09,33.520832657814026
Cherkasy,2015-11-10,35.32083332538605
Cherkasy,2015-11-11,36.82500123977661
Cherkasy,2015-11-12,35.1666659116745
Cherkasy,2015-11-13,34.554168581962585
Cherkasy,2015-11-14,34.09166634082794
Cherkasy,2015-11-15,33.920833468437195
Cherkasy,2015-11-16,35.733333230018616
Cherkasy,2015-11-17,35.41666567325592
Cherkasy,2015-11-18,35.66666841506958
Cherkasy,2015-11-19,37.24166452884674
Cherkasy,2015-11-20,37.09166944026947
Cherkasy,2015-11-21,38.41249942779541
Cherkasy,2015-11-22,39.21666443347931
Cherkasy,2015-11-23,39.04166519641876
Cherkasy,2015-11-24,37.64166533946991
Cherkasy,2015-11-25,37.18750178813934
Cherkasy,2015-11-26,36.49583160877228
Cherkasy,2015-11-27,35.97083389759064
Cherkasy,2015-11-28,35.68749725818634
Cherkasy,2015-11-29,38.06666433811188
Cherkasy,2015-11-30,38.83750140666962
Cherkasy,2015-12-01,39.17916715145111
Cherkasy,2015-12-02,39.33750092983246
Cherkasy,2015-12-03,38.56250047683716
Cherkasy,2015-12-04,37.66249716281891
Cherkasy,2015-12-05,38.05416822433472
Cherkasy,2015-12-06,39.125001430511475
Cherkasy,2015-12-07,38.88750076293945
Cherkasy,2015-12-08,38.30000162124634
Cherkasy,2015-12-09,37.4750018119812
Cherkasy,2015-12-10,36.937499046325684
Cherkasy,2015-12-11,36.56249940395355
Cherkasy,2015-12-12,36.59583330154419
Cherkasy,2015-12-13,37.07083463668823
Cherkasy,2015-12-14,38.27083110809326
Cherkasy,2015-12-15,37.24166452884674
Cherkasy,2015-12-16,36.58750057220459
Cherkasy,2015-12-17,36.17083132266998
Cherkasy,2015-12-18,35.95833480358124
Cherkasy,2015-12-19,36.408331990242004
Cherkasy,2015-12-20,36.6958349943161
Cherkasy,2015-12-21,36.34583055973053
Cherkasy,2015-12-22,36.12083196640015
Cherkasy,2015-12-23,36.116668581962585
Cherkasy,2015-12-24,35.733333230018616
Cherkasy,2015-12-25,35.40416657924652
Cherkasy,2015-12-26,35.37083566188812
Cherkasy,2015-12-27,35.620832443237305
Cherkasy,2015-12-28,37.26249933242798
Cherkasy,2015-12-29,36.895835399627686
Cherkasy,2015-12-30,36.18333339691162
Cherkasy,2015-12-31,35.82916557788849
Cherkasy,2016-01-01,35.59999763965607
Cherkasy,2016-01-02,35.43750047683716
Cherkasy,2016-01-03,35.31666696071625
Cherkasy,2016-01-04,35.24166643619537
Cherkasy,2016-01-05,35.19999980926514
Cherkasy,2016-01-06,35.19999980926514
Cherkasy,2016-01-07,35.19999980926514
Cherkasy,2016-01-08,35.19999980926514
Cherkasy,2016-01-09,35.1874977350235
Cherkasy,2016-01-10,35.099998116493225
Cherkasy,2016-01-11,35.07083356380463
Cherkasy,2016-01-12,38.78749907016754
Cherkasy,2016-01-13,40.87083339691162
Cherkasy,2016-01-14,39.57500159740448
Cherkasy,2016-01-15,38.66666555404663
Cherkasy,2016-01-16,38.850000500679016
Cherkasy,2016-01-17,38.600000739097595
Cherkasy,2016-01-18,37.945833802223206
Cherkasy,2016-01-19,37.4916672706604
Cherkasy,2016-01-20,37.14166581630707
Cherkasy,2016-01-21,36.87083423137665
Cherkasy,2016-01-22,36.641669273376465
Cherkasy,2016-01-23,36.43333613872528
Cherkasy,2016-01-24,36.24999821186066
Cherkasy,2016-01-25,36.08750104904175
Cherkasy,2016-01-26,35.9375
Cherkasy,2016-01-27,36.16249859333038
Cherkasy,2016-01-28,40.416666865348816
Cherkasy,2016-01-29,40.941667556762695
Cherkasy,2016-01-30,39.516666531562805
Cherkasy,2016-01-31,40.86250066757202
Cherkasy,2016-02-01,40.23333489894867
Cherkasy,2016-02-02,40.11666774749756
Cherkasy,2016-02-03,41.84166491031647
Cherkasy,2016-02-04,41.32083356380463
Cherkasy,2016-02-05,40.12083113193512
Cherkasy,2016-02-06,39.254164695739746
Cherkasy,2016-02-07,38.66666555404663
Cherkasy,2016-02-08,38.333332538604736
Cherkasy,2016-02-09,38.82499933242798
Cherkasy,2016-02-10,40.825000405311584
Cherkasy,2016-02-11,41.56666696071625
Cherkasy,2016-02-12,40.699997544288635
Cherkasy,2016-02-13,40.6166672706604
Cherkasy,2016-02-14,42.05416738986969
Cherkasy,2016-02-15,41.458332538604736
Cherkasy,2016-02-16,41.341665387153625
Cherkasy,2016-02-17,40.033331513404846
Cherkasy,2016-02-18,39.15416896343231
Cherkasy,2016-02-19,38.55416774749756
Cherkasy,2016-02-20,38.083335757255554
Cherkasy,2016-02-21,37.78333365917206
Cherkasy,2016-02-22,38.58749866485596
Cherkasy,2016-02-23,39.31249678134918
Cherkasy,2016-02-24,39.80833292007446
Cherkasy,2016-02-25,39.69166576862335
Cherkasy,2016-02-26,39.654168486595154
Cherkasy,2016-02-27,40.48750102519989
Cherkasy,2016-02-28,39.17916715145111
Cherkasy,2016-02-29,38.862499594688416
Cherkasy,2016-03-01,39.18333351612091
Cherkasy,2016-03-02,39.34583365917206
Cherkasy,2016-03-03,38.56250047683716
Cherkasy,2016-03-04,41.67083501815796
Cherkasy,2016-03-05,39.81666564941406
Cherkasy,2016-03-06,38.96249830722809
Cherkasy,2016-03-07,38.40833604335785
Cherkasy,2016-03-08,37.945833802223206
Cherkasy,2016-03-09,37.5166654586792
Cherkasy,2016-03-10,37.07916736602783
Cherkasy,2016-03-11,36.7291659116745
Cherkasy,2016-03-12,36.48749887943268
Cherkasy,2016-03-13,37.11666762828827
Cherkasy,2016-03-14,36.81666851043701
Cherkasy,2016-03-15,36.29583418369293
Cherkasy,2016-03-16,35.883331298828125
Cherkasy,2016-03-17,35.79583168029785
Cherkasy,2016-03-18,36.46250069141388
Cherkasy,2016-03-19,36.76249980926514
Cherkasy,2016-03-20,36.98333501815796
Cherkasy,2016-03-21,38.15833330154419
Cherkasy,2016-03-22,38.11666667461395
Cherkasy,2016-03-23,37.958332896232605
Cherkasy,2016-03-24,40.61249792575836
Cherkasy,2016-03-25,39.783334732055664
Cherkasy,2016-03-26,39.44583237171173
Cherkasy,2016-03-27,39.30833339691162
Cherkasy,2016-03-28,39.779165387153625
Cherkasy,2016-03-29,39.8458331823349
Cherkasy,2016-03-30,40.07916748523712
Cherkasy,2016-03-31,40.14166593551636
Cherkasy,2016-04-01,40.39166867733002
Cherkasy,2016-04-02,40.06666839122772
Cherkasy,2016-04-03,38.63333463668823
Cherkasy,2016-04-04,37.808334827423096
Cherkasy,2016-04-05,37.17083036899567
Cherkasy,2016-04-06,36.541664600372314
Cherkasy,2016-04-07,35.95833480358124
Cherkasy,2016-04-08,35.39583384990692
Cherkasy,2016-04-09,34.76666510105133
Cherkasy,2016-04-10,34.316667914390564
Cherkasy,2016-04-11,33.96250009536743
Cherkasy,2016-04-12,33.85833203792572
Cherkasy,2016-04-13,35.42916774749756
Cherkasy,2016-04-14,36.53750121593475
Cherkasy,2016-04-15,40.02499878406525
Cherkasy,2016-04-16,39.42916691303253
Cherkasy,2016-04-17,38.354167342185974
Cherkasy,2016-04-18,37.58749961853027
Cherkasy,2016-04-19,39.21666443347931
Cherkasy,2016-04-20,37.83750236034393
Cherkasy,2016-04-21,37.579166889190674
Cherkasy,2016-04-22,36.82083189487457
Cherkasy,2016-04-23,36.04583442211151
Cherkasy,2016-04-24,35.32499969005585
Cherkasy,2016-04-25,34.87499952316284
Cherkasy,2016-04-26,37.24999725818634
Cherkasy,2016-04-27,36.32500171661377
Cherkasy,2016-04-28,35.42083501815796
Cherkasy,2016-04-29,34.55833196640015
Cherkasy,2016-04-30,33.85416567325592
Cherkasy,2016-05-01,33.258333802223206
Cherkasy,2016-05-02,32.70416557788849
Cherkasy,2016-05-03,32.17916786670685
Cherkasy,2016-05-04,31.65833353996277
Cherkasy,2016-05-05,31.233331561088562
Cherkasy,2016-05-06,31.01666569709778
Cherkasy,2016-05-07,32.43333399295807
Cherkasy,2016-05-08,35.01249849796295
Cherkasy,2016-05-09,33.86666774749756
Cherkasy,2016-05-10,33.37916433811188
Cherkasy,2016-05-11,33.81666839122772
Cherkasy,2016-05-12,35.38750112056732
Cherkasy,2016-05-13,35.12083292007446
Cherkasy,2016-05-14,39.908334612846375
Cherkasy,2016-05-15,38.54166567325592
Cherkasy,2016-05-16,37.825000286102295
Cherkasy,2016-05-17,39.30833339691162
Cherkasy,2016-05-18,38.04999887943268
Cherkasy,2016-05-19,39.274999499320984
Cherkasy,2016-05-20,38.899996876716614
Cherkasy,2016-05-21,37.87083327770233
Cherkasy,2016-05-22,36.45416796207428
Cherkasy,2016-05-23,35.49166917800903
Cherkasy,2016-05-24,34.724998474121094
Cherkasy,2016-05-25,34.966668486595154
Cherkasy,2016-05-26,35.749998688697815
Cherkasy,2016-05-27,36.98749840259552
Cherkasy,2016-05-28,40.75833261013031
Cherkasy,2016-05-29,39.891669154167175
Cherkasy,2016-05-30,39.504167437553406
Cherkasy,2016-05-31,38.13333511352539
Cherkasy,2016-06-01,38.15416395664215
Cherkasy,2016-06-02,36.908331513404846
Cherkasy,2016-06-03,35.79166829586029
Cherkasy,2016-06-04,34.92916524410248
Cherkasy,2016-06-05,34.72083508968353
Cherkasy,2016-06-06,34.51666831970215
Cherkasy,2016-06-07,34.02083218097687
Cherkasy,2016-06-08,33.75000059604645
Cherkasy,2016-06-09,32.987502217292786
Cherkasy,2016-06-10,33.004167675971985
Cherkasy,2016-06-11,38.329169154167175
Cherkasy,2016-06-12,37.47083246707916
Cherkasy,2016-06-13,39.8749977350235
Cherkasy,2016-06-14,39.895832538604736
Cherkasy,2016-06-15,40.84999859333038
Cherkasy,2016-06-16,39.35000002384186
Cherkasy,2016-06-17,37.64583170413971
Cherkasy,2016-06-18,36.908331513404846
Cherkasy,2016-06-19,40.054166316986084
Cherkasy,2016-06-20,38.25416564941406
Cherkasy,2016-06-21,36.83333396911621
Cherkasy,2016-06-22,35.83333492279053
Cherkasy,2016-06-23,34.89583432674408
Cherkasy,2016-06-24,33.97500216960907
Cherkasy,2016-06-25,33.11666548252106
Cherkasy,2016-06-26,32.18333423137665
Cherkasy,2016-06-27,31.337499618530273
Cherkasy,2016-06-28,30.662497878074646
Cherkasy,2016-06-29,34.25000011920929
Cherkasy,2016-06-30,38.00416886806488
Cherkasy,2016-07-01,36.41250133514404
Cherkasy,2016-07-02,34.49583351612091
Cherkasy,2016-07-03,33.145833015441895
Cherkasy,2016-07-04,32.891666889190674
Cherkasy,2016-07-05,32.19583332538605
Cherkasy,2016-07-06,31.287500262260437
Cherkasy,2016-07-07,35.26666462421417
Cherkasy,2016-07-08,34.08749997615814
Cherkasy,2016-07-09,32.8166663646698
Cherkasy,2016-07-10,36.30416691303253
Cherkasy,2016-07-11,34.433332085609436
Cherkasy,2016-07-12,32.65416622161865
Cherkasy,2016-07-13,31.066665053367615
Cherkasy,2016-07-14,29.80000078678131
Cherkasy,2016-07-15,28.737500309944153
Cherkasy,2016-07-16,27.73333489894867
Cherkasy,2016-07-17,26.874998211860657
Cherkasy,2016-07-18,29.379165172576904
Cherkasy,2016-07-19,38.874998688697815
Cherkasy,2016-07-20,35.862502455711365
Cherkasy,2016-07-21,35.991668701171875
Cherkasy,2016-07-22,38.56666386127472
Cherkasy,2016-07-23,36.06666624546051
Cherkasy,2016-07-24,34.566664695739746
Cherkasy,2016-07-25,33.44999849796295
Cherkasy,2016-07-26,32.50833451747894
Cherkasy,2016-07-27,31.65833353996277
Cherkasy,2016-07-28,30.774998664855957
Cherkasy,2016-07-29,29.920831322669983
Cherkasy,2016-07-30,29.354166984558105
Cherkasy,2016-07-31,28.854167461395264
Cherkasy,2016-08-01,28.1125009059906
Cherkasy,2016-08-02,28.304168581962585
Cherkasy,2016-08-03,30.783334374427795
Cherkasy,2016-08-04,30.312499403953552
Cherkasy,2016-08-05,29.05000150203705
Cherkasy,2016-08-06,27.950000762939453
Cherkasy,2016-08-07,27.295833826065063
Cherkasy,2016-08-08,26.67500078678131
Cherkasy,2016-08-09,25.941666960716248
Cherkasy,2016-08-10,25.37916600704193
Cherkasy,2016-08-11,25.054165720939636
Cherkasy,2016-08-12,27.783334255218506
Cherkasy,2016-08-13,36.22916638851166
Cherkasy,2016-08-14,34.300002455711365
Cherkasy,2016-08-15,32.225000858306885
Cherkasy,2016-08-16,34.454166889190674
Cherkasy,2016-08-17,36.37499809265137
Cherkasy,2016-08-18,34.049999713897705
Cherkasy,2016-08-19,32.68333375453949
Cherkasy,2016-08-20,31.929168105125427
Cherkasy,2016-08-21,31.083333492279053
Cherkasy,2016-08-22,30.116668343544006
Cherkasy,2016-08-23,29.241666197776794
Cherkasy,2016-08-24,28.545832633972168
Cherkasy,2016-08-25,28.558334708213806
Cherkasy,2016-08-26,27.954167127609253
Cherkasy,2016-08-27,27.295833826065063
Cherkasy,2016-08-28,26.729166507720947
Cherkasy,2016-08-29,26.19166672229767
Cherkasy,2016-08-30,25.995832681655884
Cherkasy,2016-08-31,26.5583336353302
Cherkasy,2016-09-01,26.05416476726532
Cherkasy,2016-09-02,25.616666674613953
Cherkasy,2016-09-03,25.24999976158142
Cherkasy,2016-09-04,24.87499862909317
Cherkasy,2016-09-05,24.412500858306885
Cherkasy,2016-09-06,24.024999141693115
Cherkasy,2016-09-07,23.69999885559082
Cherkasy,2016-09-08,23.4375
Cherkasy,2016-09-09,23.19583296775818
Cherkasy,2016-09-10,23.020833730697632
Cherkasy,2016-09-11,22.81249910593033
Cherkasy,2016-09-12,22.620832920074463
Cherkasy,2016-09-13,22.441667318344116
Cherkasy,2016-09-14,22.216667234897614
Cherkasy,2016-09-15,22.13333398103714
Cherkasy,2016-09-16,21.99999839067459
Cherkasy,2016-09-17,21.89583331346512
Cherkasy,2016-09-18,21.899999678134918
Cherkasy,2016-09-19,21.850000321865082
Cherkasy,2016-09-20,21.799999475479126
Cherkasy,2016-09-21,22.02499955892563
Cherkasy,2016-09-22,23.84166717529297
Cherkasy,2016-09-23,24.791665375232697
Cherkasy,2016-09-24,24.58750009536743
